KEYILIE1;KEYILIE2;LIENR;LIENAME;LIEANSPA;LIESTRAS;LIEPLZOR;LIEERGNZ;LIETELNR;LIEFAXNR;LIERBPRZ;LIEABPRZ;LIEMSTSL;LIEZBDSL;LIELIEGR;LIELIESP;LIELIETX;LIEKRENR;LIEUSTID;LIEVERKZ;LIELNDSL;LIEKUBEZ;LIEKUNZE;LIELGBST1;LIELGBST2;LIELGBST3;LIELGBST4;LIELGBST5;LIELGBST6;LIELGBST7;LIELGBST8;LIELGBST9;LIELGBST10;LIELGBST11;LIELGBST12;LIELGBST13;LIELGBST14;LIELGBST15;LIELGBST16;LIELGBST17;LIELGBST18;LIELGBST19;LIELGBST20;LIELGBST21;LIELGBST22;LIELGBST23;LIELGBST24;LIELGBST25;LIELGBST26;LIELGBST27;LIELGBST28;LIELGBST29;LIELGBST30;LIEKRELM;LIELEERG;LIEANOTE;LIEBNOTE;LIECNOTE;LIEDOSS;LIEDEVSL;LIEBONKZ;LIEPRUKZ;LIESPRAC;LIEENTVG;LIEMITNR;LIEBOPRZ;LIEKUNNR;LIEMINBW;LIESABNR;LIEZBDEZ;LIEVERDT;LIEVERZT;LIEEZBKZ;LIEMSTLG;LIEMSTEV;LIEEVGEB;LIEDSDKZ;LIESPDKZ;LIESTATS;LIESTAID;LIEEZAFR;LIEBKLND;LIEBKBLZ;LIEBKFNR;LIEKNTNR;LIEMAXBW;LIELWEDT;LIEBSAUS;LIEAUSKO;LIEEAAUS;LIEGLAKZ;LIEILNNR;LIELBDSL;LIEZWEIS;LIEKDREF;LIERBTXT;LIERBBE1;LIERBPR2;LIERBTX2;LIERBBE2;LIERBBA2;LIERBPR3;LIERBTX3;LIERBBE3;LIERBBA3;LIEMSTR1;LIEMSTR2;LIEMSTR3;LIEEDIKZ;LIELWDT;LIEEVGBA;LIEGFART;LIEANLIE;LIEBIC;LIEIBAN;LIEEDISO;LIEGGNNR;LIEDSDRG;LIEDSDLE;LIEGSZVO;LIEGSZBI;LIESEPAM;LIENOSPAV;LIEPORZUG;LIETOUR
070730;Blanchard S.A., Penvénan           070730;070730;Ets L. Blanchard S.A.              ;                                   ;                                   ;F-22710 Penvénan                   ;                                   ;0033/296/926456     ;0033/296/926274     ;0;0;04;170;5000;J;               ;        ;               ;9;001;Blanchard S.A., Penvénan           ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;9; ;00;0;0;01;0;        ;0;          ;0;AF;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;261106;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
070733;Exportaciones Bernat S.L., La Font 070733;070733;Exportaciones Bernat S.L.          ;Excma. Diputacion, 48              ;                                   ;E-46717 La Font d`en Carros        ;                                   ;                    ;                    ;0;0;04;170;5000;J;               ;        ;               ;9;011;Exportaciones Bernat S.L., La Font ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;-6278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;9; ;00;0;0;01;0;        ;0;          ;0;DS;   ;        ;      ;0;  ;  ;0;0;2;0;CP    ;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
071401;Casasfruits , Perpignan Cedex      071401;071401;Casasfruits                        ;                                   ;Magasin 4-5                        ;F-66030 Perpignan Cedex            ;                                   ;0033/468/854448     ;0033/468/545782     ;0;0;04;170;5000;J;               ;        ;               ;9;001;Casasfruits , Perpignan Cedex      ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;CP    ;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
071425;CIAAD ( Deutschland) GmbH, Grossost071425;071425;CIAAD ( Deutschland) GmbH          ;                                   ;Stadtseestr. 21 b                  ;63762 Grossostheim                 ;                                   ;06026/99160         ;06026/991624        ;0;0;01;120;4000;J;               ;        ;               ;9;004;CIAAD ( Deutschland) GmbH, Grossost;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;1;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;PP    ;0;   ;              ;   ;                    ;0;121004;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
071561;Casalicchio di Chiarella,          071561;071561;Casalicchio di Chiarella           ;                                   ;                                   ;.                                  ;                                   ;                    ;                    ;0;0;04;170;5000;J;               ;        ;               ;9;005;Casalicchio di Chiarella,          ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;-440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;CP    ;0;   ;              ;   ;                    ;0;070204;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
072817;Edeka Roisdorf                     072817;072817;Edeka AG Fruchtkontor;;Raiffeisenstr. 8;53332 Bornheim-Roisdorf;                                   ;                    ;                    ;0;0;01;170;4000;N;               ;72817   ;               ;9;004;Edeka Roisdorf;      ;0;0;352;0;98;0;951;0;0;0;1688;5847;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;2; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;RRA;0;   ;              ;   ;                    ;0;120817;0; ;0;0;               ;   ; ;      ;;;;;;;;;;;;;;1;12.08.2017 00:00;;;;;;;;;;;;;;;9999
072827;Espanord SA (Perpignan), Lomme     072827;072827;Espanord SA (Perpignan)            ;                                   ;MIN Cedex 21 à 23 D2               ;F-59465 Lomme                      ;                                   ;0033/468/544883     ;0033/468/540403     ;0;0;04;170;5000;J;               ;        ;               ;9;001;Espanord SA (Perpignan), Lomme     ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;:;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
073503;Funken KG, Kempen                  073503;073503;Heinz Funken KG;                                   ;Industriering Ost 91               ;47906 Kempen                       ;                                   ;02152/4055          ;02152/519025        ;0;0;01;170;4000;N;               ;        ;               ;9;004;Funken KG, Kempen;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;3; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;QM;0;   ;              ;   ;                    ;0;160514;0; ;0;0;               ;   ; ;      ;;;;;;;;;;;;;;1;16.05.2014 00:00;;;;;;;;;;;;;;;9999
073514;Fruico Provence, Cavaillon - Cedex 073514;073514;Fruico Provence                    ;                                   ;Route de Cheval-Blanc              ;F-84305 Cavaillon - Cedex          ;                                   ;0033/490/710452     ;0033/490/711988     ;0;0;04;170;5000;J;               ;73514   ;               ;9;001;Fruico Provence, Cavaillon - Cedex ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;DK;0;   ;              ;   ;                    ;0;240405;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
073552;Antonio Falciglia, Tursi           073552;073552;Antonio Falciglia                  ;Azienda Agricola                   ;                                   ;I-75028 Tursi                      ;                                   ;                    ;                    ;0;0;04;170;5000;J;               ;        ;               ;9;005;Antonio Falciglia, Tursi           ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;3;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;MT;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
073553;Falciglia Gaetano, Tursi           073553;073553;Falciglia Gaetano                  ;Azienda Agricola                   ;Loc. Campo Freddo, 5               ;I-75028 Tursi                      ;                                   ;                    ;                    ;0;0;04;170;5000;J;               ;73553   ;               ;9;005;Falciglia Gaetano, Tursi           ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;3;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;MT;0;   ;              ;   ;                    ;0;151006;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
073555;Fruticola Agrar-Handelsgesellschaft073555;073555;Fruticola Agrar-Handelsgesellschaft;mbH                                ;Postfach 1424                      ;D-77604 Offenburg                  ;                                   ;0781/91490          ;0781/22397          ;0;0;01;120;4000;J;               ;        ;               ;9;004;Fruticola Agrar-Handelsgesellschaft;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;MT;0;   ;              ;   ;                    ;0;141104;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
074202;Grupo Agricola Grupac S.A., El Puig074202;074202;Grupo Agricola Grupac S.A.         ;                                   ;.                                  ;E-46540 El Puig ( Valencia )       ;                                   ;                    ;                    ;0;0;04;110;5000;J;               ;        ;               ;9;011;Grupo Agricola Grupac S.A., El Puig;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;QM;0;   ;              ;   ;                    ;0;191203;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
074901;Hortocanalex, S.L., Ejido          074901;074901;Hortocanalex, S.L.                 ;                                   ;                                   ;EL Ejido                           ;                                   ;                    ;                    ;0;0;04;100;5000;J;               ;        ;               ;9;011;Hortocanalex, S.L., Ejido          ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;CP    ;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
074928;Hortopacheco , Torre-Pacheco ( Murc074928;074928;Hortopacheco                       ;                                   ;"Finca ""El Barranquillo""            ";E-30700 Torre-Pacheco ( Murcia )   ;                                   ;0034/968/336430     ;0034/968/577874     ;0;0;04;100;5000;J;               ;74928   ;               ;9;011;Hortopacheco , Torre-Pacheco ( Murc;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;MB;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
075610;Incerfruit, ( Valencia )           075610;075610;Incerfruit                         ;                                   ;Ctra. Benaguasil - Benisanò , s/n  ;E-Benaguasil ( Valencia )          ;                                   ;                    ;                    ;0;0;04;100;5000;J;               ;        ;               ;9;011;Incerfruit, ( Valencia )           ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;CP    ;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
077003;Koornstra & CO BV, ZH De Lier      077003;077003;Koornstra & CO BV                  ;                                   ;Postbus 86                         ;NL-2678 ZH De Lier                 ;                                   ;0031/174/525640     ;0031/174/514569     ;0;0;04;100;5000;J;               ;        ;               ;9;003;Koornstra & CO BV, ZH De Lier      ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;CP    ;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
077715;Lehmann Natur, Moenchengladbach    077715;077715;Lehmann Natur GmbH;                                   ;Marie-Bernays-Ring 39;41199 Mönchengladbach;                                   ;;;0;0;01;110;4000;N;               ;77715   ;               ;9;004;Lehmann Natur, Moenchengladbach;      ;0;0;4;0;2;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;4; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;QM;0;   ;              ;   ;                    ;0;060215;0; ;0;0;               ;   ; ;      ;;;;;;;;;;;;;;1;06.02.2015 00:00;;;;;;;;;;;;;;;9999
077717;Lepefruit S.L., Lepe (Huelva)      077717;077717;Lepefruit S.L.                     ;                                   ;Ctra. Circumvalaciòn s/n           ;E-21440 Lepe (Huelva)              ;                                   ;                    ;0034/959/381426     ;0;0;04;100;5000;J;               ;        ;               ;9;011;Lepefruit S.L., Lepe (Huelva)      ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;YM;0;   ;              ;   ;                    ;0;      ;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
078404;Marais Nantes, Les Soriniéres      078404;078404;Marais Nantes                      ;                                   ;20, Rue Georges Clemenceau         ;F-44840 Les Soriniéres             ;                                   ;0033/240/134040     ;0033/240/044545     ;0;0;04;170;5000;J;               ;        ;               ;9;001;Marais Nantes, Les Soriniéres      ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;250404;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
078405;Moeller Hofladen GbR, Huede        078405;078405;Möller Hofladen GbR                ;                                   ;Im Dorfe 28                        ;D-49448 Hüde                       ;                                   ;05443/304           ;05443/306           ;0;0;01;100;4000;J;               ;        ;               ;9;004;Moeller Hofladen GbR, Huede        ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;230204;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
078412;Merz & Ewenz Import GmbH, Koeln    078412;078412;Merz & Ewenz Import GmbH           ;                                   ;Marktstraße 10                     ;50968 Köln                         ;                                   ;0221/37670-0        ;0221/378724         ;0;0;01;100;4000;J;               ;        ;               ;9;004;Merz & Ewenz Import GmbH, Koeln    ;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;PP    ;0;   ;              ;   ;                    ;0;070504;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
078440;Primarco Meignen SA, Nantes Cedex 2078440;078440;Primarco Meignen SAS;Marché d ´Intérét National         ;58, Boulevard Gustave Roch;44261 Nantes Cedex 2;                                   ;0033/240/488484     ;0033/240/488480     ;0;0;04;170;5000;N;               ;78440;               ;9;001;Primarco Meignen SA, Nantes Cedex 2;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;VB;0;   ;              ;   ;                    ;0;100505;0; ;0;0;               ;   ; ;      ;;;;;;;;;;;;;;1;01.01.1980 00:00;;;;;;;;;;;;;;;9999
078447;MI.DI. Fruits s.r.l., Bisceglie (Ba078447;078447;MI.DI. Fruits s.r.l.               ;                                   ;Via Padre Kolbe, 414               ;I-70052 Bisceglie (Bari)           ;                                   ;                    ;                    ;0;0;04;100;5000;J;               ;        ;               ;9;005;MI.DI. Fruits s.r.l., Bisceglie (Ba;      ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;9; ;00;0;0;01;0;        ;0;          ;0;RG;   ;        ;      ;0;  ;  ;0;0;2;0;AD;0;   ;              ;   ;                    ;0;071106;0; ; ;0;               ;   ; ;      ;;;;;;;;;;;;;;;01.01.1980 00:00;;;;;;;;;;;;;;;9999
